,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,Rating
388,0,1,1,Full-time,,,,,0,16
389,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Data Analyst,0,7
390,0,1,1,Full-time,Mid-Senior level,Master's Degree,Management Consulting,Strategy/Planning,0,12
391,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0,10
392,0,1,0,,,,,,0,16
393,0,1,0,Part-time,Entry level,High School or equivalent,Computer Software,Administrative,0,9
394,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Business Analyst,0,14
395,0,0,0,Contract,,,,,0,6
396,0,1,0,,,,,,0,5
397,1,1,1,Full-time,Mid-Senior level,,Information Technology and Services,Engineering,0,16
398,0,1,0,Full-time,Mid-Senior level,,Information Technology and Services,Product Management,0,9
399,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Human Resources,Engineering,0,12
400,0,1,0,,,,,,0,12
401,0,1,0,Full-time,Associate,Bachelor's Degree,E-Learning,Marketing,0,7
402,0,1,0,Full-time,,,Building Materials,Sales,0,6
403,0,1,1,Full-time,Associate,Unspecified,Apparel & Fashion,Sales,0,10
404,0,1,1,Contract,,Bachelor's Degree,Education Management,Education,0,23
405,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,9
406,0,1,0,Other,Internship,Bachelor's Degree,Media Production,,0,11
407,0,1,0,,Mid-Senior level,,,,0,8
408,0,1,0,Full-time,Associate,High School or equivalent,Financial Services,Customer Service,0,12
409,0,1,0,Full-time,Associate,Bachelor's Degree,Publishing,Sales,0,7
410,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0,12
411,0,1,0,,,,,,0,3
412,0,0,0,,,,Information Technology and Services,,0,6
413,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0,14
414,0,1,0,Part-time,Entry level,High School or equivalent,Hospital & Health Care,Customer Service,0,12
415,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,26
416,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,10
417,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Banking,Finance,0,10
418,0,1,0,Full-time,Entry level,High School or equivalent,Medical Devices,Customer Service,0,9
419,0,1,1,Full-time,,,,,0,7
420,0,1,0,Part-time,Entry level,High School or equivalent,Telecommunications,Administrative,0,9
421,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
422,0,1,0,Full-time,Associate,,Computer Software,Information Technology,0,7
423,1,1,0,Full-time,Entry level,,Telecommunications,Customer Service,0,10
424,0,0,0,Full-time,Mid-Senior level,,Information Services,,0,10
425,0,1,0,Full-time,,,Building Materials,,0,7
426,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,13
427,0,1,1,Full-time,Not Applicable,High School or equivalent,"Health, Wellness and Fitness",Administrative,0,15
428,0,1,1,,,,,,0,11
429,0,1,0,Full-time,Entry level,Bachelor's Degree,Real Estate,Accounting/Auditing,0,10
430,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Accounting/Auditing,0,9
431,0,0,0,Full-time,Mid-Senior level,,Financial Services,Information Technology,0,7
432,0,1,0,,,,,,0,9
433,0,0,0,Contract,,,,,0,8
434,0,1,1,Full-time,Associate,,Information Technology and Services,,0,9
435,0,0,0,Full-time,Associate,,Retail,,0,17
436,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
437,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
438,0,1,0,Full-time,Not Applicable,Unspecified,Automotive,Customer Service,0,11
439,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Sales,0,14
440,0,1,0,,Mid-Senior level,,Banking,Information Technology,0,9
441,0,0,0,Full-time,Associate,High School or equivalent,Insurance,Customer Service,0,21
442,0,1,0,Full-time,,Bachelor's Degree,Automotive,Engineering,0,9
443,0,1,0,Part-time,,,,,0,14
444,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
445,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Administrative,0,9
446,0,1,0,Contract,Entry level,High School or equivalent,Real Estate,Writing/Editing,0,12
447,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,11
448,0,1,0,,,,,,0,9
449,0,1,0,,,,,,0,9
450,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,11
451,0,1,0,Full-time,Mid-Senior level,Unspecified,Computer Software,Information Technology,0,19
452,0,1,1,,,,,,0,12
453,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Engineering,0,9
454,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,8
455,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,9
456,0,1,0,Full-time,Associate,Bachelor's Degree,Sports,Customer Service,0,13
457,0,1,1,,,,,,0,8
458,0,1,0,Full-time,,,Computer Software,Sales,0,6
459,0,1,1,Full-time,Not Applicable,,Marketing and Advertising,Sales,0,11
460,0,1,1,,,Master's Degree,,,0,7
461,0,0,1,Full-time,Associate,Bachelor's Degree,Internet,Design,0,7
462,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
463,0,1,1,Full-time,,Bachelor's Degree,,,0,12
464,0,1,1,Full-time,Not Applicable,,Information Technology and Services,Marketing,0,8
465,0,1,1,,,,,,0,11
466,0,1,0,Part-time,Entry level,High School or equivalent,Insurance,Customer Service,0,11
467,0,1,1,Full-time,Mid-Senior level,,Marketing and Advertising,Engineering,0,11
468,0,0,0,Full-time,Entry level,Bachelor's Degree,Computer Software,Engineering,0,10
469,0,1,1,Full-time,,,Computer Games,Marketing,0,14
470,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,7
471,0,0,0,,,,,,0,13
472,0,0,0,Part-time,Associate,Associate Degree,Events Services,Sales,0,16
473,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
474,0,0,0,Full-time,,,Hospital & Health Care,Other,0,11
475,0,1,1,,,,,,0,7
476,0,1,0,Full-time,Mid-Senior level,,Chemicals,Manufacturing,0,8
477,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,11
478,0,1,0,Full-time,Entry level,Unspecified,Consumer Services,Sales,0,9
479,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0,9
480,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Design,0,14
481,0,1,1,Full-time,,Master's Degree,,Education,0,7
482,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,E-Learning,Marketing,0,15
483,0,1,0,,,,,,0,10
484,0,1,0,,,,,,0,14
485,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Engineering,0,9
486,0,1,0,Full-time,Entry level,Bachelor's Degree,"Health, Wellness and Fitness",Product Management,0,21
487,0,1,0,Full-time,Entry level,High School or equivalent,Insurance,Administrative,0,9
488,0,0,0,Full-time,,,Accounting,,0,15
489,0,1,1,Full-time,Not Applicable,High School or equivalent,,Customer Service,0,12
490,0,1,1,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,13
491,0,1,1,Full-time,Mid-Senior level,Certification,Information Technology and Services,Art/Creative,0,6
492,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Sales,0,12
493,0,0,0,Full-time,Entry level,High School or equivalent,Computer Software,Administrative,1,11
494,0,0,0,Full-time,,,Facilities Services,,0,15
495,0,1,0,Full-time,Entry level,High School or equivalent,Insurance,Administrative,0,9
496,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,9
497,0,1,1,Full-time,Associate,Bachelor's Degree,Aviation & Aerospace,Engineering,0,6
498,0,1,0,Full-time,Associate,Bachelor's Degree,Financial Services,Management,0,10
499,0,1,0,,,,,Engineering,0,10
500,0,1,0,Full-time,Entry level,Vocational,Real Estate,Business Analyst,0,6
501,0,1,0,,,,,,0,7
502,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Advertising,0,11
503,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
504,0,1,0,Full-time,Associate,Professional,Accounting,Accounting/Auditing,0,13
505,0,1,1,Other,Internship,Some College Coursework Completed,Design,Art/Creative,0,6
506,0,1,0,Full-time,Entry level,High School or equivalent,Real Estate,Administrative,0,14
507,0,1,0,Part-time,Entry level,High School or equivalent,Education Management,Customer Service,0,9
508,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
509,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,10
510,0,0,0,Full-time,Not Applicable,,Financial Services,Finance,0,7
511,0,1,0,Full-time,,,Building Materials,Sales,0,6
512,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
513,0,0,1,Full-time,Executive,Doctorate,Hospital & Health Care,Health Care Provider,0,12
514,0,1,0,Temporary,,,Retail,,0,13
515,0,1,1,Full-time,Associate,Associate Degree,Internet,Design,0,10
516,0,1,0,,,,,,0,10
517,0,1,0,Full-time,,,Information Technology and Services,Engineering,0,7
518,0,0,0,,,,,,0,17
519,0,1,1,Temporary,Associate,Unspecified,Cosmetics,Sales,0,14
520,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Product Management,0,11
521,0,1,0,Contract,,Bachelor's Degree,Education Management,,0,27
522,0,1,0,,,,,,0,9
523,0,1,0,,,,,,0,3
524,0,1,1,Full-time,,,,,0,10
525,1,0,0,Full-time,Internship,Bachelor's Degree,Banking,,0,13
526,0,1,1,Full-time,Not Applicable,High School or equivalent,Marketing and Advertising,Customer Service,0,15
527,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Marketing,0,15
528,0,1,0,Full-time,Associate,Bachelor's Degree,Consumer Services,Administrative,0,11
529,0,1,1,Full-time,Not Applicable,High School or equivalent,Retail,Strategy/Planning,0,10
530,0,1,0,Full-time,Associate,Bachelor's Degree,Financial Services,Design,0,12
531,0,1,1,,,,,,0,4
532,0,1,1,Temporary,Internship,Master's Degree,Management Consulting,Strategy/Planning,0,15
533,0,1,1,Full-time,Associate,,,Business Development,0,9
534,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
535,0,1,1,,,,,,0,13
536,0,0,1,Part-time,Entry level,Unspecified,Consumer Services,,0,16
537,0,0,0,Full-time,,,Information Technology and Services,,1,8
538,1,1,0,Contract,,,,,0,13
539,0,1,1,Full-time,Mid-Senior level,,Marketing and Advertising,Information Technology,0,10
540,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Advertising,0,11
541,0,1,1,,,,,Other,0,9
542,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Business Supplies and Equipment,Sales,0,7
543,0,1,0,Full-time,Entry level,High School or equivalent,Real Estate,Other,0,13
544,0,1,1,Full-time,Not Applicable,Unspecified,Automotive,General Business,0,10
545,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,27
546,0,1,0,Full-time,Entry level,High School or equivalent,Computer Software,Customer Service,0,9
547,0,1,1,Full-time,Mid-Senior level,,Computer Software,Engineering,0,8
548,0,1,1,Full-time,Executive,Bachelor's Degree,Public Relations and Communications,Public Relations,0,9
549,0,0,1,Full-time,Mid-Senior level,,Program Development,,0,0
550,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Services,Information Technology,0,5
551,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
552,0,1,0,Full-time,Entry level,High School or equivalent,Oil & Energy,Customer Service,0,9
553,0,1,0,,,,,,0,11
554,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Consulting,0,7
555,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,27
556,0,1,1,Full-time,Entry level,High School or equivalent,Accounting,Accounting/Auditing,0,0
557,0,1,1,Full-time,Not Applicable,Unspecified,Marketing and Advertising,Marketing,0,5
558,0,0,0,,,,,,0,18
559,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Sales,0,9
560,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Engineering,0,18
561,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,8
562,0,0,0,Temporary,Internship,,,Production,0,8
563,0,1,1,Full-time,,,Telecommunications,,0,12
564,0,1,0,Part-time,Internship,,,Information Technology,0,23
565,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Administrative,0,9
566,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,,0,9
567,0,1,0,Full-time,Entry level,High School or equivalent,Computer Software,Customer Service,0,7
568,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
569,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
570,0,1,1,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Health Care Provider,0,11
571,0,1,0,Full-time,Director,Unspecified,Internet,Engineering,0,10
572,0,0,0,Part-time,Associate,Unspecified,Real Estate,Management,0,10
573,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Networking,Engineering,1,9
574,0,1,1,Full-time,Mid-Senior level,,Financial Services,Engineering,0,13
575,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,27
576,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
577,0,1,1,Full-time,Associate,High School or equivalent,Banking,Customer Service,0,12
578,0,0,0,Full-time,Director,Bachelor's Degree,Financial Services,,0,17
579,0,1,0,,,,,,0,7
580,0,1,0,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Administrative,0,10
581,1,0,1,Full-time,Not Applicable,Unspecified,Computer Software,Information Technology,0,11
582,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,10
583,0,1,1,Full-time,,,,Engineering,0,8
584,0,0,0,Full-time,,,Hospital & Health Care,,1,7
585,0,1,1,Other,Not Applicable,Bachelor's Degree,Hospital & Health Care,Other,0,12
586,0,0,1,,Associate,,Real Estate,Sales,0,8
587,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
588,0,1,1,Full-time,,Unspecified,Internet,,0,13
589,0,1,1,Full-time,Not Applicable,Unspecified,Telecommunications,Engineering,0,6
590,0,1,1,,,,,,0,9
591,0,1,1,,,,,,0,11
592,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
593,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
594,0,1,0,Full-time,Associate,,Computer Software,Sales,0,6
595,0,1,0,,,,,,0,8
596,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
597,0,1,1,Full-time,Entry level,Unspecified,Hospital & Health Care,Health Care Provider,0,15
598,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,6
599,0,1,0,Full-time,,,,Engineering,0,6
600,0,1,1,Full-time,Entry level,,Human Resources,Administrative,0,16
601,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Administrative,0,9
602,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0,11
603,0,1,0,Full-time,,,Oil & Energy,Engineering,1,9
604,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Management,0,12
605,0,1,1,Full-time,,,,,0,10
606,0,1,1,Full-time,,Bachelor's Degree,Information Technology and Services,Engineering,1,8
607,0,1,0,Full-time,Associate,,Computer Software,Customer Service,0,9
608,0,1,1,Full-time,Director,Master's Degree,Consumer Electronics,Engineering,0,7
609,0,1,0,,,,,,0,17
610,0,1,1,Full-time,,Bachelor's Degree,Oil & Energy,Engineering,0,15
611,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0,14
612,0,1,1,Part-time,Entry level,High School or equivalent,Logistics and Supply Chain,Other,0,10
613,0,1,0,Full-time,Not Applicable,,Information Technology and Services,Engineering,0,6
614,0,1,0,Full-time,,,Building Materials,,0,7
615,0,1,1,,,,,,0,23
616,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0,9
617,0,1,1,Full-time,,High School or equivalent,Pharmaceuticals,Administrative,0,14
618,0,1,1,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0,7
619,0,1,0,,,,,,0,7
620,0,0,0,Full-time,,,Marketing and Advertising,,0,23
621,0,0,0,Contract,Entry level,Unspecified,,Human Resources,0,13
622,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
623,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,9
624,0,1,0,Full-time,Associate,,Financial Services,,0,13
625,1,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0,10
626,0,1,0,Full-time,Entry level,Bachelor's Degree,Hospitality,Project Management,0,14
627,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,12
628,0,1,1,Full-time,Mid-Senior level,Certification,Oil & Energy,Other,1,11
629,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Networking,Information Technology,0,9
630,0,1,1,Full-time,,,Telecommunications,,0,15
631,0,0,0,,Not Applicable,Bachelor's Degree,Primary/Secondary Education,Education,0,16
632,0,1,0,Full-time,Associate,Bachelor's Degree,Biotechnology,Sales,0,6
633,0,1,1,Contract,Entry level,High School or equivalent,Consumer Services,Customer Service,0,9
634,0,1,1,Full-time,,Bachelor's Degree,Education Management,Education,0,7
635,0,1,1,Full-time,Entry level,Bachelor's Degree,Computer Games,Quality Assurance,0,6
636,0,1,1,Part-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0,8
637,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Data Analyst,0,11
638,0,1,1,,,,,,0,10
639,0,1,0,Full-time,Entry level,Bachelor's Degree,Hospitality,Marketing,0,10
